x,y,z
0.75,1.15E+14,7.46E+14
0.75,1.15E+14,7.31E+14
0.75,1.16E+14,7.16E+14
0.75,1.16E+14,7.02E+14
0.75,1.16E+14,6.88E+14
0.75,1.17E+14,6.74E+14
0.75,1.17E+14,6.60E+14
0.75,1.17E+14,6.47E+14
0.75,1.18E+14,6.34E+14
0.75,1.18E+14,6.22E+14
0.75,1.18E+14,6.09E+14
0.75,1.19E+14,5.97E+14
0.75,1.19E+14,5.85E+14
0.75,1.19E+14,5.74E+14
0.75,1.20E+14,5.62E+14
0.75,1.20E+14,5.51E+14
0.75,1.20E+14,5.40E+14
0.75,1.20E+14,5.30E+14
0.75,1.21E+14,5.19E+14
0.75,1.21E+14,5.09E+14
0.75,1.21E+14,4.99E+14
0.75,1.21E+14,4.89E+14
0.75,1.22E+14,4.80E+14
0.75,1.22E+14,4.70E+14
0.75,1.22E+14,4.61E+14
0.75,1.22E+14,4.52E+14
0.75,1.23E+14,4.44E+14
0.75,1.23E+14,4.35E+14
0.75,1.23E+14,4.26E+14
0.75,1.23E+14,4.18E+14
0.75,1.23E+14,4.10E+14
0.75,1.24E+14,4.02E+14
0.75,1.24E+14,3.95E+14
0.75,1.24E+14,3.87E+14
0.75,1.24E+14,3.80E+14
0.75,1.24E+14,3.72E+14
0.75,1.25E+14,3.65E+14
0.75,1.25E+14,3.58E+14
0.75,1.25E+14,3.51E+14
0.75,1.25E+14,3.45E+14
0.75,1.25E+14,3.38E+14
0.75,1.25E+14,3.32E+14
0.75,1.26E+14,3.25E+14
0.75,1.26E+14,3.19E+14
0.75,1.26E+14,3.13E+14
0.75,1.26E+14,3.07E+14
0.75,1.26E+14,3.01E+14
0.75,1.26E+14,2.96E+14
0.75,1.27E+14,2.90E+14
0.75,1.27E+14,2.85E+14
0.75,1.27E+14,2.79E+14
0.75,1.27E+14,2.74E+14
0.75,1.27E+14,2.69E+14
0.75,1.27E+14,2.64E+14
0.75,1.27E+14,2.59E+14
0.75,1.27E+14,2.54E+14
0.75,1.28E+14,2.50E+14
0.75,1.28E+14,2.45E+14
0.75,1.28E+14,2.40E+14
0.75,1.28E+14,2.36E+14
0.75,1.28E+14,2.32E+14
0.75,1.28E+14,2.27E+14
0.75,1.28E+14,2.23E+14
0.75,1.28E+14,2.19E+14
0.75,1.29E+14,2.15E+14
0.75,1.29E+14,2.11E+14
0.75,1.29E+14,2.07E+14
0.75,1.29E+14,2.03E+14
0.75,1.29E+14,2.00E+14
0.75,1.29E+14,1.96E+14
0.75,1.29E+14,1.93E+14
0.75,1.29E+14,1.89E+14
0.75,1.29E+14,1.86E+14
0.75,1.29E+14,1.82E+14
0.75,1.30E+14,1.79E+14
0.75,1.30E+14,1.76E+14
0.75,1.30E+14,1.73E+14
0.75,1.30E+14,1.69E+14
0.75,1.30E+14,1.66E+14
0.75,1.30E+14,1.63E+14
0.75,1.30E+14,1.61E+14
0.75,1.30E+14,1.58E+14
0.75,1.30E+14,1.55E+14
0.75,1.30E+14,1.52E+14
0.75,1.30E+14,1.49E+14
0.75,1.30E+14,1.47E+14
0.75,1.30E+14,1.44E+14
0.75,1.31E+14,1.42E+14
0.75,1.31E+14,1.39E+14
0.75,1.31E+14,1.37E+14
0.75,1.31E+14,1.34E+14
0.75,1.31E+14,1.32E+14
0.75,1.31E+14,1.30E+14
0.75,1.31E+14,1.27E+14
0.75,1.31E+14,1.25E+14
0.75,1.31E+14,1.23E+14
0.75,1.31E+14,1.21E+14
0.75,1.31E+14,1.19E+14
0.75,1.31E+14,1.17E+14
0.75,1.31E+14,1.15E+14
0.75,1.31E+14,1.13E+14
0.75,1.31E+14,1.11E+14
0.75,1.31E+14,1.09E+14
0.75,1.32E+14,1.07E+14
0.75,1.32E+14,1.05E+14
0.75,1.32E+14,1.03E+14
0.75,1.32E+14,1.01E+14
0.75,1.32E+14,9.97E+13
0.75,1.32E+14,9.80E+13
0.75,1.32E+14,9.64E+13
0.75,1.32E+14,9.47E+13
0.75,1.32E+14,9.31E+13
0.75,1.32E+14,9.16E+13
0.75,1.32E+14,9.00E+13
0.75,1.32E+14,8.85E+13
0.75,1.32E+14,8.70E+13
0.75,1.32E+14,8.56E+13
0.75,1.32E+14,8.41E+13
0.75,1.32E+14,8.27E+13
0.75,1.32E+14,8.13E+13
0.75,1.32E+14,8.00E+13
0.75,1.32E+14,7.87E+13
0.75,1.32E+14,7.74E+13
0.75,1.32E+14,7.61E+13
0.75,1.32E+14,7.48E+13
0.75,1.33E+14,7.36E+13
0.75,1.33E+14,7.24E+13
0.75,1.33E+14,7.12E+13
0.75,1.33E+14,7.01E+13
0.75,1.33E+14,6.89E+13
0.75,1.33E+14,6.78E+13
0.75,1.33E+14,6.67E+13
0.75,1.33E+14,6.56E+13
0.75,1.33E+14,6.46E+13
0.75,1.33E+14,6.35E+13
0.75,1.33E+14,6.25E+13
0.75,1.33E+14,6.15E+13
0.75,1.33E+14,6.05E+13
0.75,1.33E+14,5.96E+13
0.75,1.33E+14,5.86E+13
0.75,1.33E+14,5.77E+13
0.75,1.33E+14,5.68E+13
0.75,1.33E+14,5.59E+13
0.75,1.33E+14,5.50E+13
0.75,1.33E+14,5.41E+13
0.75,1.33E+14,5.33E+13
0.75,1.33E+14,5.25E+13
0.75,1.33E+14,5.17E+13
0.75,1.33E+14,5.08E+13
0.75,1.33E+14,5.01E+13
0.75,1.33E+14,4.93E+13
0.75,1.33E+14,4.85E+13
0.75,1.33E+14,4.78E+13
0.75,1.33E+14,4.71E+13
0.75,1.33E+14,4.63E+13
0.75,1.33E+14,4.56E+13
0.75,1.33E+14,4.49E+13
0.75,1.33E+14,4.43E+13
0.75,1.33E+14,4.36E+13
0.75,1.33E+14,4.29E+13
0.75,1.34E+14,4.23E+13
0.75,1.34E+14,4.17E+13
0.75,1.34E+14,4.10E+13
0.75,1.34E+14,4.04E+13
0.75,1.34E+14,3.98E+13
0.75,1.34E+14,3.92E+13
0.75,1.34E+14,3.87E+13
0.75,1.34E+14,3.81E+13
0.75,1.34E+14,3.75E+13
0.75,1.34E+14,3.70E+13
0.75,1.34E+14,3.64E+13
0.75,1.34E+14,3.59E+13
0.75,1.34E+14,3.54E+13
0.75,1.34E+14,3.49E+13
0.75,1.34E+14,3.44E+13
0.75,1.34E+14,3.39E+13
0.75,1.34E+14,3.34E+13
0.75,1.34E+14,3.29E+13
0.75,1.34E+14,3.25E+13
0.75,1.34E+14,3.20E+13
0.75,1.34E+14,3.16E+13
0.75,1.34E+14,3.11E+13
0.75,1.34E+14,3.07E+13
0.75,1.34E+14,3.02E+13
0.75,1.34E+14,2.98E+13
0.75,1.34E+14,2.94E+13
0.75,1.34E+14,2.90E+13
0.75,1.34E+14,2.86E+13
0.75,1.34E+14,2.82E+13
0.75,1.34E+14,2.78E+13
0.75,1.34E+14,2.75E+13
0.75,1.34E+14,2.71E+13
0.75,1.34E+14,2.67E+13
0.75,1.34E+14,2.64E+13
0.75,1.34E+14,2.60E+13
0.75,1.34E+14,2.57E+13
0.75,1.34E+14,2.53E+13
0.75,1.34E+14,2.50E+13
0.75,1.34E+14,2.46E+13
0.75,1.34E+14,2.43E+13
0.75,1.34E+14,2.40E+13
0.75,1.34E+14,2.37E+13
0.75,1.34E+14,2.34E+13
0.75,1.34E+14,2.31E+13
0.75,1.34E+14,2.28E+13
0.75,1.34E+14,2.25E+13
0.75,1.34E+14,2.22E+13
0.75,1.34E+14,2.19E+13
0.75,1.34E+14,2.16E+13
0.75,1.34E+14,2.14E+13
0.75,1.34E+14,2.11E+13
0.75,1.34E+14,2.08E+13
0.75,1.34E+14,2.06E+13
0.75,1.34E+14,2.03E+13
0.75,1.34E+14,2.01E+13
0.75,1.34E+14,1.98E+13
0.75,1.34E+14,1.96E+13
0.75,1.34E+14,1.93E+13
0.75,1.34E+14,1.91E+13
0.75,1.34E+14,1.89E+13
0.75,1.34E+14,1.86E+13
0.75,1.34E+14,1.84E+13
0.75,1.34E+14,1.82E+13
0.75,1.34E+14,1.80E+13
0.75,1.34E+14,1.77E+13
0.75,1.34E+14,1.75E+13
0.75,1.34E+14,1.73E+13
0.75,1.34E+14,1.71E+13
0.75,1.34E+14,1.69E+13
0.75,1.34E+14,1.67E+13
0.75,1.34E+14,1.65E+13
0.75,1.34E+14,1.63E+13
0.75,1.34E+14,1.62E+13
0.75,1.34E+14,1.60E+13
0.75,1.34E+14,1.58E+13
0.75,1.34E+14,1.56E+13
0.75,1.34E+14,1.54E+13
0.75,1.35E+14,1.53E+13
0.75,1.35E+14,1.51E+13
0.75,1.35E+14,1.49E+13
0.75,1.35E+14,1.48E+13
0.75,1.35E+14,1.46E+13
0.75,1.35E+14,1.44E+13
0.75,1.35E+14,1.43E+13
0.75,1.35E+14,1.41E+13
0.75,1.35E+14,1.40E+13
0.75,1.35E+14,1.38E+13
0.75,1.35E+14,1.37E+13
0.75,1.35E+14,1.35E+13
0.75,1.35E+14,1.34E+13
0.75,1.35E+14,1.32E+13
0.75,1.35E+14,1.31E+13
0.75,1.35E+14,1.30E+13
0.75,1.35E+14,1.28E+13
0.75,1.35E+14,1.27E+13
0.75,1.35E+14,1.26E+13
0.75,1.35E+14,1.24E+13
0.75,1.35E+14,1.23E+13
0.75,1.35E+14,1.22E+13
0.75,1.35E+14,1.21E+13
0.75,1.35E+14,1.19E+13
0.75,1.35E+14,1.18E+13
0.75,1.35E+14,1.17E+13
0.75,1.35E+14,1.16E+13
0.75,1.35E+14,1.15E+13
0.75,1.35E+14,1.13E+13
0.75,1.35E+14,1.12E+13
0.75,1.35E+14,1.11E+13
0.75,1.35E+14,1.10E+13
0.75,1.35E+14,1.09E+13
0.75,1.35E+14,1.08E+13
0.75,1.35E+14,1.07E+13
0.75,1.35E+14,1.06E+13
0.75,1.35E+14,1.05E+13
0.75,1.35E+14,1.04E+13
0.75,1.35E+14,1.03E+13
0.75,1.35E+14,1.02E+13
0.75,1.35E+14,1.01E+13
0.75,1.35E+14,1.00E+13
0.75,1.35E+14,9.93E+12
0.75,1.35E+14,9.84E+12
0.75,1.35E+14,9.75E+12
0.75,1.35E+14,9.66E+12
0.75,1.35E+14,9.57E+12
0.75,1.35E+14,9.49E+12
0.75,1.35E+14,9.40E+12
0.75,1.35E+14,9.32E+12
0.75,1.35E+14,9.24E+12
0.75,1.35E+14,9.16E+12
0.75,1.35E+14,9.08E+12
0.75,1.35E+14,9.00E+12
0.75,1.35E+14,8.92E+12
0.75,1.35E+14,8.84E+12
0.75,1.35E+14,8.77E+12
0.75,1.35E+14,8.69E+12
0.75,1.35E+14,8.62E+12
0.75,1.35E+14,8.55E+12
0.75,1.35E+14,8.47E+12
0.75,1.35E+14,8.40E+12
0.75,1.35E+14,8.33E+12
0.75,1.35E+14,8.26E+12
0.75,1.35E+14,8.20E+12
0.75,1.35E+14,8.13E+12
0.75,1.35E+14,8.06E+12
0.75,1.35E+14,8.00E+12
0.75,1.35E+14,7.93E+12
0.75,1.35E+14,7.87E+12
0.75,1.35E+14,7.81E+12
0.75,1.35E+14,7.75E+12
0.75,1.35E+14,7.68E+12
0.75,1.35E+14,7.62E+12
0.75,1.35E+14,7.57E+12
0.75,1.35E+14,7.51E+12
0.75,1.35E+14,7.45E+12
0.75,1.35E+14,7.39E+12
0.75,1.35E+14,7.33E+12
0.75,1.35E+14,7.28E+12
0.75,1.35E+14,7.22E+12
0.75,1.35E+14,7.17E+12
0.75,1.35E+14,7.12E+12
0.75,1.35E+14,7.06E+12
0.75,1.35E+14,7.01E+12
0.75,1.35E+14,6.96E+12
0.75,1.35E+14,6.91E+12
0.75,1.35E+14,6.86E+12
0.75,1.35E+14,6.81E+12
0.75,1.35E+14,6.76E+12
0.75,1.35E+14,6.71E+12
0.75,1.35E+14,6.66E+12
0.75,1.35E+14,6.61E+12
0.75,1.35E+14,6.57E+12
0.75,1.35E+14,6.52E+12
0.75,1.35E+14,6.48E+12
0.75,1.35E+14,6.43E+12
0.75,1.35E+14,6.39E+12
0.75,1.35E+14,6.34E+12
0.75,1.35E+14,6.30E+12
0.75,1.35E+14,6.25E+12
0.75,1.35E+14,6.21E+12
0.75,1.35E+14,6.17E+12
0.75,1.35E+14,6.13E+12
0.75,1.35E+14,6.09E+12
0.75,1.35E+14,6.05E+12
0.75,1.35E+14,6.01E+12
0.75,1.35E+14,5.97E+12
0.75,1.35E+14,5.93E+12
0.75,1.35E+14,5.89E+12
0.75,1.35E+14,5.85E+12
0.75,1.35E+14,5.81E+12
0.75,1.35E+14,5.78E+12
0.75,1.35E+14,5.74E+12
0.75,1.35E+14,5.70E+12
0.75,1.35E+14,5.67E+12
0.75,1.35E+14,5.63E+12
0.75,1.35E+14,5.60E+12
0.75,1.35E+14,5.56E+12
0.75,1.35E+14,5.53E+12
0.75,1.35E+14,5.49E+12
0.75,1.35E+14,5.46E+12
0.75,1.35E+14,5.42E+12
0.75,1.35E+14,5.39E+12
0.75,1.35E+14,5.36E+12
0.75,1.35E+14,5.33E+12
0.75,1.35E+14,5.29E+12
0.75,1.35E+14,5.26E+12
0.75,1.35E+14,5.23E+12
0.75,1.35E+14,5.20E+12
0.75,1.35E+14,5.17E+12
0.75,1.35E+14,5.14E+12
0.75,1.35E+14,5.11E+12
0.75,1.35E+14,5.08E+12
0.75,1.35E+14,5.05E+12
0.75,1.35E+14,5.02E+12
0.75,1.35E+14,4.99E+12
0.75,1.35E+14,4.96E+12
0.75,1.35E+14,4.93E+12
0.75,1.35E+14,4.91E+12
0.75,1.35E+14,4.88E+12
0.75,1.35E+14,4.85E+12
0.75,1.35E+14,4.82E+12
0.75,1.35E+14,4.80E+12
0.75,1.35E+14,4.77E+12
0.75,1.35E+14,4.75E+12
0.75,1.35E+14,4.72E+12
0.75,1.35E+14,4.69E+12
0.75,1.35E+14,4.67E+12
0.75,1.35E+14,4.64E+12
0.75,1.35E+14,4.62E+12
0.75,1.35E+14,4.59E+12
0.75,1.35E+14,4.57E+12
0.75,1.35E+14,4.54E+12
0.75,1.35E+14,4.52E+12
0.75,1.35E+14,4.50E+12
0.75,1.35E+14,4.47E+12
0.75,1.35E+14,4.45E+12
0.75,1.35E+14,4.43E+12
0.75,1.35E+14,4.40E+12
0.75,1.35E+14,4.38E+12
0.75,1.35E+14,4.36E+12
0.75,1.35E+14,4.34E+12
0.75,1.35E+14,4.31E+12
0.75,1.35E+14,4.29E+12
0.75,1.35E+14,4.27E+12
0.75,1.35E+14,4.25E+12
0.75,1.35E+14,4.23E+12
0.75,1.35E+14,4.21E+12
0.75,1.35E+14,4.19E+12
0.75,1.35E+14,4.16E+12
0.75,1.35E+14,4.14E+12
0.75,1.35E+14,4.12E+12
0.75,1.35E+14,4.10E+12
0.75,1.35E+14,4.08E+12
0.75,1.35E+14,4.06E+12
0.75,1.35E+14,4.04E+12
0.75,1.35E+14,4.03E+12
0.75,1.35E+14,4.01E+12
0.75,1.35E+14,3.99E+12
0.75,1.35E+14,3.97E+12
0.75,1.35E+14,3.95E+12
0.75,1.35E+14,3.93E+12
0.75,1.35E+14,3.91E+12
0.75,1.35E+14,3.89E+12
0.75,1.35E+14,3.88E+12
0.75,1.35E+14,3.86E+12
0.75,1.35E+14,3.84E+12
0.75,1.35E+14,3.82E+12
0.75,1.35E+14,3.81E+12
0.75,1.35E+14,3.79E+12
0.75,1.35E+14,3.77E+12
0.75,1.35E+14,3.75E+12
0.75,1.35E+14,3.74E+12
0.75,1.35E+14,3.72E+12
0.75,1.35E+14,3.70E+12
0.75,1.35E+14,3.69E+12
0.75,1.35E+14,3.67E+12
0.75,1.35E+14,3.65E+12
0.75,1.35E+14,3.64E+12
0.75,1.35E+14,3.62E+12
0.75,1.35E+14,3.61E+12
0.75,1.35E+14,3.59E+12
0.75,1.35E+14,3.58E+12
0.75,1.35E+14,3.56E+12
0.75,1.35E+14,3.54E+12
0.75,1.35E+14,3.53E+12
0.75,1.35E+14,3.51E+12
0.75,1.35E+14,3.50E+12
0.75,1.35E+14,3.48E+12
0.75,1.35E+14,3.47E+12
0.75,1.35E+14,3.45E+12
0.75,1.35E+14,3.44E+12
0.75,1.35E+14,3.43E+12
0.75,1.35E+14,3.41E+12
0.75,1.35E+14,3.40E+12
0.75,1.35E+14,3.38E+12
0.75,1.35E+14,3.37E+12
0.75,1.35E+14,3.36E+12
0.75,1.35E+14,3.34E+12
0.75,1.35E+14,3.33E+12
0.75,1.35E+14,3.31E+12
0.75,1.35E+14,3.30E+12
0.75,1.35E+14,3.29E+12
0.75,1.35E+14,3.27E+12
0.75,1.35E+14,3.26E+12
0.75,1.35E+14,3.25E+12
0.75,1.35E+14,3.24E+12
0.75,1.35E+14,3.22E+12
0.75,1.35E+14,3.21E+12
0.75,1.35E+14,3.20E+12
0.75,1.35E+14,3.18E+12
0.75,1.35E+14,3.17E+12
0.75,1.35E+14,3.16E+12
0.75,1.35E+14,3.15E+12
0.75,1.35E+14,3.14E+12
0.75,1.35E+14,3.12E+12
0.75,1.35E+14,3.11E+12
0.75,1.35E+14,3.10E+12
0.75,1.35E+14,3.09E+12
0.75,1.35E+14,3.08E+12
0.75,1.35E+14,3.06E+12
0.75,1.35E+14,3.05E+12
0.75,1.35E+14,3.04E+12
0.75,1.35E+14,3.03E+12
0.75,1.35E+14,3.02E+12
0.75,1.35E+14,3.01E+12
0.75,1.35E+14,2.99E+12
0.75,1.35E+14,2.98E+12
0.75,1.35E+14,2.97E+12
0.75,1.35E+14,2.96E+12
0.75,1.35E+14,2.95E+12
0.75,1.35E+14,2.94E+12
0.75,1.35E+14,2.93E+12
0.75,1.35E+14,2.92E+12
0.75,1.35E+14,2.91E+12
0.75,1.35E+14,2.90E+12
0.75,1.35E+14,2.89E+12
0.75,1.35E+14,2.88E+12
0.75,1.35E+14,2.87E+12
0.75,1.35E+14,2.86E+12
0.75,1.35E+14,2.85E+12
0.75,1.35E+14,2.84E+12
0.75,1.35E+14,2.83E+12
0.75,1.35E+14,2.81E+12
0.75,1.35E+14,2.81E+12
0.75,1.35E+14,2.80E+12
0.75,1.35E+14,2.79E+12
0.75,1.35E+14,2.78E+12
0.75,1.35E+14,2.77E+12
0.75,1.35E+14,2.76E+12
0.75,1.35E+14,2.75E+12
0.75,1.35E+14,2.74E+12
0.75,1.35E+14,2.73E+12
0.75,1.35E+14,2.72E+12
0.75,1.35E+14,2.71E+12
0.75,1.35E+14,2.70E+12
0.75,1.35E+14,2.69E+12
0.75,1.35E+14,2.68E+12
0.75,1.35E+14,2.67E+12
0.75,1.35E+14,2.66E+12
0.75,1.35E+14,2.65E+12
0.75,1.35E+14,2.64E+12
0.75,1.35E+14,2.64E+12
0.75,1.35E+14,2.63E+12
0.75,1.35E+14,2.62E+12
0.75,1.35E+14,2.61E+12
0.75,1.35E+14,2.60E+12
0.75,1.35E+14,2.59E+12
0.75,1.35E+14,2.58E+12
0.75,1.35E+14,2.57E+12
0.75,1.35E+14,2.57E+12
0.75,1.35E+14,2.56E+12
0.75,1.35E+14,2.55E+12
0.75,1.35E+14,2.54E+12
0.75,1.35E+14,2.53E+12
0.75,1.35E+14,2.52E+12
0.75,1.35E+14,2.52E+12
0.75,1.35E+14,2.51E+12
0.75,1.35E+14,2.50E+12
0.75,1.35E+14,2.49E+12
0.75,1.35E+14,2.48E+12
0.75,1.35E+14,2.48E+12
0.75,1.35E+14,2.47E+12
0.75,1.35E+14,2.46E+12
0.75,1.35E+14,2.45E+12
0.75,1.35E+14,2.44E+12
0.75,1.35E+14,2.44E+12
0.75,1.35E+14,2.43E+12
0.75,1.35E+14,2.42E+12
0.75,1.35E+14,2.41E+12
0.75,1.35E+14,2.41E+12
0.75,1.35E+14,2.40E+12
0.75,1.35E+14,2.39E+12
0.75,1.35E+14,2.38E+12
0.75,1.35E+14,2.38E+12
0.75,1.35E+14,2.37E+12
0.75,1.35E+14,2.36E+12
0.75,1.35E+14,2.35E+12
0.75,1.35E+14,2.35E+12
0.75,1.35E+14,2.34E+12
0.75,1.35E+14,2.33E+12
0.75,1.35E+14,2.33E+12
0.75,1.35E+14,2.32E+12
0.75,1.35E+14,2.31E+12
0.75,1.35E+14,2.30E+12
0.75,1.35E+14,2.30E+12
0.75,1.35E+14,2.29E+12
0.75,1.35E+14,2.28E+12
0.75,1.35E+14,2.28E+12
0.75,1.35E+14,2.27E+12
0.75,1.35E+14,2.26E+12
0.75,1.35E+14,2.26E+12
0.75,1.35E+14,2.25E+12
0.75,1.35E+14,2.24E+12
0.75,1.35E+14,2.24E+12
0.75,1.35E+14,2.23E+12
0.75,1.35E+14,2.22E+12
0.75,1.35E+14,2.22E+12
0.75,1.35E+14,2.21E+12
0.75,1.35E+14,2.20E+12
0.75,1.35E+14,2.20E+12
0.75,1.35E+14,2.19E+12
0.75,1.35E+14,2.18E+12
0.75,1.35E+14,2.18E+12
0.75,1.35E+14,2.17E+12
0.75,1.35E+14,2.17E+12
0.75,1.35E+14,2.16E+12
0.75,1.35E+14,2.15E+12
0.75,1.35E+14,2.15E+12
0.75,1.35E+14,2.14E+12
0.75,1.35E+14,2.13E+12
0.75,1.35E+14,2.13E+12
0.75,1.35E+14,2.12E+12
0.75,1.35E+14,2.12E+12
0.75,1.35E+14,2.11E+12
0.75,1.35E+14,2.10E+12
0.75,1.35E+14,2.10E+12
0.75,1.35E+14,2.09E+12
0.75,1.35E+14,2.09E+12
0.75,1.35E+14,2.08E+12
0.75,1.35E+14,2.08E+12
0.75,1.35E+14,2.07E+12
0.75,1.35E+14,2.06E+12
0.75,1.35E+14,2.06E+12
0.75,1.35E+14,2.05E+12
0.75,1.35E+14,2.05E+12
0.75,1.35E+14,2.04E+12
0.75,1.35E+14,2.04E+12
0.75,1.35E+14,2.03E+12
0.75,1.35E+14,2.02E+12
0.75,1.35E+14,2.02E+12
0.75,1.35E+14,2.01E+12
0.75,1.35E+14,2.01E+12
0.75,1.35E+14,2.00E+12
0.75,1.35E+14,2.00E+12
0.75,1.35E+14,1.99E+12
0.75,1.35E+14,1.99E+12
0.75,1.35E+14,1.98E+12
0.75,1.35E+14,1.97E+12
0.75,1.35E+14,1.97E+12
0.75,1.35E+14,1.96E+12
0.75,1.35E+14,1.96E+12
0.75,1.35E+14,1.95E+12
0.75,1.35E+14,1.95E+12
0.75,1.35E+14,1.94E+12
0.75,1.35E+14,1.94E+12
0.75,1.35E+14,1.93E+12
0.75,1.35E+14,1.93E+12
0.75,1.35E+14,1.92E+12
0.75,1.35E+14,1.92E+12
0.75,1.35E+14,1.91E+12
0.75,1.35E+14,1.91E+12
0.75,1.35E+14,1.90E+12
0.75,1.35E+14,1.90E+12
0.75,1.35E+14,1.89E+12
0.75,1.35E+14,1.89E+12
0.75,1.35E+14,1.88E+12
0.75,1.35E+14,1.88E+12
0.75,1.35E+14,1.87E+12
0.75,1.35E+14,1.87E+12
0.75,1.35E+14,1.86E+12
0.75,1.35E+14,1.86E+12
0.75,1.35E+14,1.85E+12
0.75,1.35E+14,1.85E+12
0.75,1.35E+14,1.84E+12
0.75,1.35E+14,1.84E+12
0.75,1.35E+14,1.83E+12
0.75,1.35E+14,1.83E+12
0.75,1.35E+14,1.83E+12
0.75,1.35E+14,1.82E+12
0.75,1.35E+14,1.82E+12
0.75,1.35E+14,1.81E+12
0.75,1.35E+14,1.81E+12
0.75,1.35E+14,1.80E+12
0.75,1.35E+14,1.80E+12
0.75,1.35E+14,1.79E+12
0.75,1.35E+14,1.79E+12
0.75,1.35E+14,1.78E+12
0.75,1.36E+14,1.78E+12
0.75,1.36E+14,1.78E+12
0.75,1.36E+14,1.77E+12
0.75,1.36E+14,1.77E+12
0.75,1.36E+14,1.76E+12
0.75,1.36E+14,1.76E+12
0.75,1.36E+14,1.75E+12
0.75,1.36E+14,1.75E+12
0.75,1.36E+14,1.74E+12
0.75,1.36E+14,1.74E+12
0.75,1.36E+14,1.74E+12
0.75,1.36E+14,1.73E+12
0.75,1.36E+14,1.73E+12
0.75,1.36E+14,1.72E+12
0.75,1.36E+14,1.72E+12
0.75,1.36E+14,1.72E+12
0.75,1.36E+14,1.71E+12
0.75,1.36E+14,1.71E+12
0.75,1.36E+14,1.70E+12
0.75,1.36E+14,1.70E+12
0.75,1.36E+14,1.69E+12
0.75,1.36E+14,1.69E+12
0.75,1.36E+14,1.69E+12
0.75,1.36E+14,1.68E+12
0.75,1.36E+14,1.68E+12
0.75,1.36E+14,1.67E+12
0.75,1.36E+14,1.67E+12
0.75,1.36E+14,1.67E+12
0.75,1.36E+14,1.66E+12
0.75,1.36E+14,1.66E+12
0.75,1.36E+14,1.65E+12
0.75,1.36E+14,1.65E+12
0.75,1.36E+14,1.65E+12
0.75,1.36E+14,1.64E+12
0.75,1.36E+14,1.64E+12
0.75,1.36E+14,1.63E+12
0.75,1.36E+14,1.63E+12
0.75,1.36E+14,1.63E+12
0.75,1.36E+14,1.62E+12
0.75,1.36E+14,1.62E+12
0.75,1.36E+14,1.62E+12
0.75,1.36E+14,1.61E+12
0.75,1.36E+14,1.61E+12
0.75,1.36E+14,1.60E+12
0.75,1.36E+14,1.60E+12
0.75,1.36E+14,1.60E+12
0.75,1.36E+14,1.59E+12
0.75,1.36E+14,1.59E+12
0.75,1.36E+14,1.59E+12
0.75,1.36E+14,1.58E+12
0.75,1.36E+14,1.58E+12
0.75,1.36E+14,1.57E+12
0.75,1.36E+14,1.57E+12
0.75,1.36E+14,1.57E+12
0.75,1.36E+14,1.56E+12
0.75,1.36E+14,1.56E+12
0.75,1.36E+14,1.56E+12
0.75,1.36E+14,1.55E+12
0.75,1.36E+14,1.55E+12
0.75,1.36E+14,1.55E+12
0.75,1.36E+14,1.54E+12
0.75,1.36E+14,1.54E+12
0.75,1.36E+14,1.54E+12
0.75,1.36E+14,1.53E+12
0.75,1.36E+14,1.53E+12
0.75,1.36E+14,1.53E+12
0.75,1.36E+14,1.52E+12
0.75,1.36E+14,1.52E+12
0.75,1.36E+14,1.52E+12
0.75,1.36E+14,1.51E+12
0.75,1.36E+14,1.51E+12
0.75,1.36E+14,1.51E+12
0.75,1.36E+14,1.50E+12
0.75,1.36E+14,1.50E+12
0.75,1.36E+14,1.50E+12
0.75,1.36E+14,1.49E+12
0.75,1.36E+14,1.49E+12
0.75,1.36E+14,1.49E+12
0.75,1.36E+14,1.48E+12
0.75,1.36E+14,1.48E+12
0.75,1.36E+14,1.48E+12
0.75,1.36E+14,1.47E+12
0.75,1.36E+14,1.47E+12
0.75,1.36E+14,1.47E+12
0.75,1.36E+14,1.46E+12
0.75,1.36E+14,1.46E+12
0.75,1.36E+14,1.46E+12
0.75,1.36E+14,1.45E+12
0.75,1.36E+14,1.45E+12
0.75,1.36E+14,1.45E+12
0.75,1.36E+14,1.44E+12
0.75,1.36E+14,1.44E+12
0.75,1.36E+14,1.44E+12
0.75,1.36E+14,1.43E+12
0.75,1.36E+14,1.43E+12
0.75,1.36E+14,1.43E+12
0.75,1.36E+14,1.43E+12
0.75,1.36E+14,1.42E+12
0.75,1.36E+14,1.42E+12
0.75,1.36E+14,1.42E+12
0.75,1.36E+14,1.41E+12
0.75,1.36E+14,1.41E+12
0.75,1.36E+14,1.41E+12
0.75,1.36E+14,1.40E+12
0.75,1.36E+14,1.40E+12
0.75,1.36E+14,1.40E+12
0.75,1.36E+14,1.40E+12
0.75,1.36E+14,1.39E+12
0.75,1.36E+14,1.39E+12
0.75,1.36E+14,1.39E+12
0.75,1.36E+14,1.38E+12
0.75,1.36E+14,1.38E+12
0.75,1.36E+14,1.38E+12
0.75,1.36E+14,1.37E+12
0.75,1.36E+14,1.37E+12
0.75,1.36E+14,1.37E+12
0.75,1.36E+14,1.37E+12
0.75,1.36E+14,1.36E+12
0.75,1.36E+14,1.36E+12
0.75,1.36E+14,1.36E+12
0.75,1.36E+14,1.36E+12
